462, output4.c, 6830, main
463, output4.c, 6832, main
470, output4.c, 6869, main
473, output4.c, 6885, main
400, output4.c, 6101, chmodat
424, output4.c, 6526, process_file
427, output4.c, 6537, process_file
428, output4.c, 6539, process_file
433, output4.c, 6580, process_file
437, output4.c, 6583, process_file
442, output4.c, 6616, process_files
444, output4.c, 6624, process_files
