,antecedants,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,,
789,"frozenset({'global_nesting_depth_median_neg', 'trace_length_max_neg'})",frozenset({'AFL_data'}),0.291666667,0.525,0.108333333,0.371428571,0.707482993,-0.044791667,0.755681818,,
4279,"frozenset({'global_nesting_depth_max_neg', 'trace_length_median_neg', 'call_depth_max_neg', 'trace_length_max_neg'})",frozenset({'AFL_data'}),0.091666667,0.525,0.033333333,0.363636364,0.692640693,-0.014791667,0.746428571,,
706,"frozenset({'trace_length_median_neg', 'call_depth_median'})",frozenset({'AFL_data'}),0.091666667,0.525,0.033333333,0.363636364,0.692640693,-0.014791667,0.746428571,,
2305,"frozenset({'global_nesting_depth_max_neg', 'call_depth_max_neg', 'trace_length_max_neg'})",frozenset({'AFL_data'}),0.091666667,0.525,0.033333333,0.363636364,0.692640693,-0.014791667,0.746428571,,
2526,"frozenset({'global_nesting_depth_max_neg', 'call_depth_max_neg', 'trace_length_median_neg'})",frozenset({'AFL_data'}),0.091666667,0.525,0.033333333,0.363636364,0.692640693,-0.014791667,0.746428571,,
5310,"frozenset({'call_depth_max', 'global_nesting_depth_median', 'trace_length_median', 'call_depth_median', 'global_nesting_depth_max'})",frozenset({'AFL_data'}),0.125,0.525,0.041666667,0.333333333,0.634920635,-0.023958333,0.7125,,
4768,"frozenset({'global_nesting_depth_median', 'trace_length_median', 'trace_length_max', 'call_depth_median', 'global_nesting_depth_max'})",frozenset({'AFL_data'}),0.1,0.525,0.033333333,0.333333333,0.634920635,-0.019166667,0.7125,,
1867,"frozenset({'trace_length_median', 'global_nesting_depth_median', 'call_depth_max'})",frozenset({'AFL_data'}),0.125,0.525,0.041666667,0.333333333,0.634920635,-0.023958333,0.7125,,
2364,"frozenset({'global_nesting_depth_max_neg', 'global_nesting_depth_median_neg', 'trace_length_max_neg'})",frozenset({'AFL_data'}),0.125,0.525,0.041666667,0.333333333,0.634920635,-0.023958333,0.7125,,
4374,"frozenset({'global_nesting_depth_max_neg', 'global_nesting_depth_median_neg', 'trace_length_median_neg', 'trace_length_max_neg'})",frozenset({'AFL_data'}),0.125,0.525,0.041666667,0.333333333,0.634920635,-0.023958333,0.7125,,
3136,"frozenset({'trace_length_median', 'trace_length_max', 'global_nesting_depth_median', 'call_depth_median'})",frozenset({'AFL_data'}),0.1,0.525,0.033333333,0.333333333,0.634920635,-0.019166667,0.7125,,
3605,"frozenset({'trace_length_median', 'global_nesting_depth_max', 'global_nesting_depth_median', 'call_depth_max'})",frozenset({'AFL_data'}),0.125,0.525,0.041666667,0.333333333,0.634920635,-0.023958333,0.7125,,
2572,"frozenset({'global_nesting_depth_max_neg', 'global_nesting_depth_median_neg', 'trace_length_median_neg'})",frozenset({'AFL_data'}),0.125,0.525,0.041666667,0.333333333,0.634920635,-0.023958333,0.7125,,
3975,"frozenset({'trace_length_median', 'call_depth_median', 'global_nesting_depth_median', 'call_depth_max'})",frozenset({'AFL_data'}),0.125,0.525,0.041666667,0.333333333,0.634920635,-0.023958333,0.7125,,
512,"frozenset({'call_depth_max', 'call_depth_median'})",frozenset({'AFL_data'}),0.308333333,0.525,0.1,0.324324324,0.617760618,-0.061875,0.703,,
53,frozenset({'call_depth_max'}),frozenset({'AFL_data'}),0.308333333,0.525,0.1,0.324324324,0.617760618,-0.061875,0.703,,
485,"frozenset({'global_nesting_depth_median', 'call_depth_max'})",frozenset({'AFL_data'}),0.133333333,0.525,0.041666667,0.3125,0.595238095,-0.028333333,0.690909091,,
1925,"frozenset({'call_depth_max', 'global_nesting_depth_median', 'call_depth_median'})",frozenset({'AFL_data'}),0.133333333,0.525,0.041666667,0.3125,0.595238095,-0.028333333,0.690909091,,
1557,"frozenset({'global_nesting_depth_max', 'global_nesting_depth_median', 'call_depth_max'})",frozenset({'AFL_data'}),0.133333333,0.525,0.041666667,0.3125,0.595238095,-0.028333333,0.690909091,,
3710,"frozenset({'global_nesting_depth_max', 'call_depth_median', 'global_nesting_depth_median', 'call_depth_max'})",frozenset({'AFL_data'}),0.133333333,0.525,0.041666667,0.3125,0.595238095,-0.028333333,0.690909091,,
671,"frozenset({'call_depth_median', 'trace_length_max_neg'})",frozenset({'AFL_data'}),0.108333333,0.525,0.033333333,0.307692308,0.586080586,-0.023541667,0.686111111,,
5525,"frozenset({'global_nesting_depth_max_neg', 'global_nesting_depth_median_neg', 'call_depth_max_neg', 'trace_length_median_neg', 'trace_length_max_neg'})",frozenset({'AFL_data'}),0.083333333,0.525,0.025,0.3,0.571428571,-0.01875,0.678571429,,
4329,"frozenset({'global_nesting_depth_max_neg', 'global_nesting_depth_median_neg', 'call_depth_max_neg', 'trace_length_max_neg'})",frozenset({'AFL_data'}),0.083333333,0.525,0.025,0.3,0.571428571,-0.01875,0.678571429,,
4514,"frozenset({'global_nesting_depth_max_neg', 'global_nesting_depth_median_neg', 'trace_length_median_neg', 'call_depth_max_neg'})",frozenset({'AFL_data'}),0.083333333,0.525,0.025,0.3,0.571428571,-0.01875,0.678571429,,
708,"frozenset({'global_nesting_depth_median_neg', 'call_depth_median'})",frozenset({'AFL_data'}),0.141666667,0.525,0.041666667,0.294117647,0.56022409,-0.032708333,0.672916667,,
1149,"frozenset({'trace_length_max', 'global_nesting_depth_median', 'call_depth_max'})",frozenset({'AFL_data'}),0.091666667,0.525,0.025,0.272727273,0.519480519,-0.023125,0.653125,,
4879,"frozenset({'call_depth_max', 'global_nesting_depth_median', 'trace_length_median', 'trace_length_max', 'call_depth_median'})",frozenset({'AFL_data'}),0.091666667,0.525,0.025,0.272727273,0.519480519,-0.023125,0.653125,,
4713,"frozenset({'call_depth_max', 'global_nesting_depth_median', 'trace_length_max', 'call_depth_median', 'global_nesting_depth_max'})",frozenset({'AFL_data'}),0.091666667,0.525,0.025,0.272727273,0.519480519,-0.023125,0.653125,,
3111,"frozenset({'call_depth_median', 'trace_length_max', 'global_nesting_depth_median', 'call_depth_max'})",frozenset({'AFL_data'}),0.091666667,0.525,0.025,0.272727273,0.519480519,-0.023125,0.653125,,
3030,"frozenset({'trace_length_median', 'trace_length_max', 'global_nesting_depth_median', 'call_depth_max'})",frozenset({'AFL_data'}),0.091666667,0.525,0.025,0.272727273,0.519480519,-0.023125,0.653125,,
2748,"frozenset({'global_nesting_depth_max', 'trace_length_max', 'global_nesting_depth_median', 'call_depth_max'})",frozenset({'AFL_data'}),0.091666667,0.525,0.025,0.272727273,0.519480519,-0.023125,0.653125,,
5573,"frozenset({'global_nesting_depth_max', 'global_nesting_depth_median', 'trace_length_median', 'trace_length_max', 'call_depth_max', 'call_depth_median'})",frozenset({'AFL_data'}),0.091666667,0.525,0.025,0.272727273,0.519480519,-0.023125,0.653125,,
4600,"frozenset({'global_nesting_depth_median', 'trace_length_median', 'trace_length_max', 'call_depth_max', 'global_nesting_depth_max'})",frozenset({'AFL_data'}),0.091666667,0.525,0.025,0.272727273,0.519480519,-0.023125,0.653125,,
