,antecedants,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,,
3168,"frozenset({'trace_length_max_neg', 'call_depth_median_neg', 'call_depth_max_neg', 'global_nesting_depth_median'})",frozenset({'AFL_data'}),0.9,0.525,0.491666667,0.546296296,1.040564374,0.019166667,1.046938776,,
3499,"frozenset({'trace_length_max_neg', 'call_depth_median_neg', 'call_depth_max_neg', 'trace_length_median_neg'})",frozenset({'AFL_data'}),0.9,0.525,0.491666667,0.546296296,1.040564374,0.019166667,1.046938776,,
1766,"frozenset({'trace_length_max_neg', 'call_depth_median_neg', 'call_depth_max_neg'})",frozenset({'AFL_data'}),0.9,0.525,0.491666667,0.546296296,1.040564374,0.019166667,1.046938776,,
1781,"frozenset({'trace_length_max_neg', 'call_depth_median_neg', 'trace_length_median_neg'})",frozenset({'AFL_data'}),0.9,0.525,0.491666667,0.546296296,1.040564374,0.019166667,1.046938776,,
3348,"frozenset({'call_depth_median_neg', 'call_depth_max_neg', 'global_nesting_depth_median', 'trace_length_median_neg'})",frozenset({'AFL_data'}),0.9,0.525,0.491666667,0.546296296,1.040564374,0.019166667,1.046938776,,
1851,"frozenset({'call_depth_median_neg', 'call_depth_max_neg', 'trace_length_median_neg'})",frozenset({'AFL_data'}),0.9,0.525,0.491666667,0.546296296,1.040564374,0.019166667,1.046938776,,
3199,"frozenset({'trace_length_max_neg', 'call_depth_median_neg', 'global_nesting_depth_median', 'trace_length_median_neg'})",frozenset({'AFL_data'}),0.9,0.525,0.491666667,0.546296296,1.040564374,0.019166667,1.046938776,,
1458,"frozenset({'trace_length_max_neg', 'call_depth_max_neg', 'global_nesting_depth_median'})",frozenset({'AFL_data'}),0.9,0.525,0.491666667,0.546296296,1.040564374,0.019166667,1.046938776,,
1613,"frozenset({'call_depth_max_neg', 'global_nesting_depth_median', 'trace_length_median_neg'})",frozenset({'AFL_data'}),0.9,0.525,0.491666667,0.546296296,1.040564374,0.019166667,1.046938776,,
88,frozenset({'trace_length_median_neg'}),frozenset({'AFL_data'}),0.9,0.525,0.491666667,0.546296296,1.040564374,0.019166667,1.046938776,,
68,frozenset({'trace_length_max_neg'}),frozenset({'AFL_data'}),0.9,0.525,0.491666667,0.546296296,1.040564374,0.019166667,1.046938776,,
584,"frozenset({'call_depth_max_neg', 'trace_length_median_neg'})",frozenset({'AFL_data'}),0.9,0.525,0.491666667,0.546296296,1.040564374,0.019166667,1.046938776,,
410,"frozenset({'trace_length_max_neg', 'global_nesting_depth_median'})",frozenset({'AFL_data'}),0.9,0.525,0.491666667,0.546296296,1.040564374,0.019166667,1.046938776,,
535,"frozenset({'trace_length_max_neg', 'call_depth_median_neg'})",frozenset({'AFL_data'}),0.9,0.525,0.491666667,0.546296296,1.040564374,0.019166667,1.046938776,,
530,"frozenset({'trace_length_max_neg', 'trace_length_median_neg'})",frozenset({'AFL_data'}),0.9,0.525,0.491666667,0.546296296,1.040564374,0.019166667,1.046938776,,
517,"frozenset({'trace_length_max_neg', 'call_depth_max_neg'})",frozenset({'AFL_data'}),0.9,0.525,0.491666667,0.546296296,1.040564374,0.019166667,1.046938776,,
465,"frozenset({'global_nesting_depth_median', 'trace_length_median_neg'})",frozenset({'AFL_data'}),0.9,0.525,0.491666667,0.546296296,1.040564374,0.019166667,1.046938776,,
596,"frozenset({'call_depth_median_neg', 'trace_length_median_neg'})",frozenset({'AFL_data'}),0.9,0.525,0.491666667,0.546296296,1.040564374,0.019166667,1.046938776,,
452,"frozenset({'call_depth_max_neg', 'global_nesting_depth_median'})",frozenset({'AFL_data'}),0.966666667,0.525,0.525,0.543103448,1.034482759,0.0175,1.039622642,,
83,frozenset({'call_depth_max_neg'}),frozenset({'AFL_data'}),0.966666667,0.525,0.525,0.543103448,1.034482759,0.0175,1.039622642,,
1626,"frozenset({'call_depth_median_neg', 'call_depth_max_neg', 'global_nesting_depth_median'})",frozenset({'AFL_data'}),0.966666667,0.525,0.525,0.543103448,1.034482759,0.0175,1.039622642,,
589,"frozenset({'call_depth_median_neg', 'call_depth_max_neg'})",frozenset({'AFL_data'}),0.966666667,0.525,0.525,0.543103448,1.034482759,0.0175,1.039622642,,
55,frozenset({'global_nesting_depth_median'}),frozenset({'AFL_data'}),0.966666667,0.525,0.525,0.543103448,1.034482759,0.0175,1.039622642,,
470,"frozenset({'call_depth_median_neg', 'global_nesting_depth_median'})",frozenset({'AFL_data'}),0.966666667,0.525,0.525,0.543103448,1.034482759,0.0175,1.039622642,,
89,frozenset({'call_depth_median_neg'}),frozenset({'AFL_data'}),0.966666667,0.525,0.525,0.543103448,1.034482759,0.0175,1.039622642,,
2265,"frozenset({'call_depth_median_neg', 'global_nesting_depth_median', 'trace_length_max', 'trace_length_median'})",frozenset({'AFL_data'}),0.066666667,0.525,0.033333333,0.5,0.952380952,-0.001666667,0.95,,
2317,"frozenset({'call_depth_median_neg', 'call_depth_max_neg', 'trace_length_max', 'trace_length_median'})",frozenset({'AFL_data'}),0.066666667,0.525,0.033333333,0.5,0.952380952,-0.001666667,0.95,,
2338,"frozenset({'call_depth_median_neg', 'call_depth_max_neg', 'global_nesting_depth_median', 'trace_length_max'})",frozenset({'AFL_data'}),0.066666667,0.525,0.033333333,0.5,0.952380952,-0.001666667,0.95,,
3867,"frozenset({'global_nesting_depth_median', 'call_depth_median_neg', 'call_depth_max_neg', 'trace_length_max', 'trace_length_median'})",frozenset({'AFL_data'}),0.066666667,0.525,0.033333333,0.5,0.952380952,-0.001666667,0.95,,
2912,"frozenset({'call_depth_median_neg', 'call_depth_max_neg', 'global_nesting_depth_median', 'trace_length_median'})",frozenset({'AFL_data'}),0.066666667,0.525,0.033333333,0.5,0.952380952,-0.001666667,0.95,,
383,"frozenset({'call_depth_median_neg', 'trace_length_median'})",frozenset({'AFL_data'}),0.066666667,0.525,0.033333333,0.5,0.952380952,-0.001666667,0.95,,
380,"frozenset({'call_depth_max_neg', 'trace_length_median'})",frozenset({'AFL_data'}),0.066666667,0.525,0.033333333,0.5,0.952380952,-0.001666667,0.95,,
358,"frozenset({'global_nesting_depth_median', 'trace_length_median'})",frozenset({'AFL_data'}),0.066666667,0.525,0.033333333,0.5,0.952380952,-0.001666667,0.95,,
207,"frozenset({'call_depth_median_neg', 'trace_length_max'})",frozenset({'AFL_data'}),0.066666667,0.525,0.033333333,0.5,0.952380952,-0.001666667,0.95,,
204,"frozenset({'call_depth_max_neg', 'trace_length_max'})",frozenset({'AFL_data'}),0.066666667,0.525,0.033333333,0.5,0.952380952,-0.001666667,0.95,,
182,"frozenset({'global_nesting_depth_median', 'trace_length_max'})",frozenset({'AFL_data'}),0.066666667,0.525,0.033333333,0.5,0.952380952,-0.001666667,0.95,,
2242,"frozenset({'call_depth_max_neg', 'global_nesting_depth_median', 'trace_length_max', 'trace_length_median'})",frozenset({'AFL_data'}),0.066666667,0.525,0.033333333,0.5,0.952380952,-0.001666667,0.95,,
933,"frozenset({'call_depth_median_neg', 'call_depth_max_neg', 'trace_length_max'})",frozenset({'AFL_data'}),0.066666667,0.525,0.033333333,0.5,0.952380952,-0.001666667,0.95,,
880,"frozenset({'call_depth_max_neg', 'trace_length_max', 'trace_length_median'})",frozenset({'AFL_data'}),0.066666667,0.525,0.033333333,0.5,0.952380952,-0.001666667,0.95,,
891,"frozenset({'call_depth_median_neg', 'trace_length_max', 'trace_length_median'})",frozenset({'AFL_data'}),0.066666667,0.525,0.033333333,0.5,0.952380952,-0.001666667,0.95,,
906,"frozenset({'call_depth_max_neg', 'global_nesting_depth_median', 'trace_length_max'})",frozenset({'AFL_data'}),0.066666667,0.525,0.033333333,0.5,0.952380952,-0.001666667,0.95,,
913,"frozenset({'call_depth_median_neg', 'global_nesting_depth_median', 'trace_length_max'})",frozenset({'AFL_data'}),0.066666667,0.525,0.033333333,0.5,0.952380952,-0.001666667,0.95,,
1367,"frozenset({'call_depth_median_neg', 'call_depth_max_neg', 'trace_length_median'})",frozenset({'AFL_data'}),0.066666667,0.525,0.033333333,0.5,0.952380952,-0.001666667,0.95,,
1347,"frozenset({'call_depth_median_neg', 'global_nesting_depth_median', 'trace_length_median'})",frozenset({'AFL_data'}),0.066666667,0.525,0.033333333,0.5,0.952380952,-0.001666667,0.95,,
818,"frozenset({'global_nesting_depth_median', 'trace_length_max', 'trace_length_median'})",frozenset({'AFL_data'}),0.066666667,0.525,0.033333333,0.5,0.952380952,-0.001666667,0.95,,
1340,"frozenset({'call_depth_max_neg', 'global_nesting_depth_median', 'trace_length_median'})",frozenset({'AFL_data'}),0.066666667,0.525,0.033333333,0.5,0.952380952,-0.001666667,0.95,,
2584,"frozenset({'trace_length_max_neg', 'call_depth_median_neg', 'global_nesting_depth_max', 'global_nesting_depth_median'})",frozenset({'AFL_data'}),0.383333333,0.525,0.183333333,0.47826087,0.910973085,-0.017916667,0.910416667,,
2794,"frozenset({'trace_length_max_neg', 'call_depth_median_neg', 'call_depth_max_neg', 'global_nesting_depth_max'})",frozenset({'AFL_data'}),0.383333333,0.525,0.183333333,0.47826087,0.910973085,-0.017916667,0.910416667,,
2644,"frozenset({'call_depth_max_neg', 'trace_length_median_neg', 'global_nesting_depth_median', 'global_nesting_depth_max'})",frozenset({'AFL_data'}),0.383333333,0.525,0.183333333,0.47826087,0.910973085,-0.017916667,0.910416667,,
2704,"frozenset({'call_depth_median_neg', 'global_nesting_depth_max', 'global_nesting_depth_median', 'trace_length_median_neg'})",frozenset({'AFL_data'}),0.383333333,0.525,0.183333333,0.47826087,0.910973085,-0.017916667,0.910416667,,
2765,"frozenset({'trace_length_max_neg', 'call_depth_max_neg', 'trace_length_median_neg', 'global_nesting_depth_max'})",frozenset({'AFL_data'}),0.383333333,0.525,0.183333333,0.47826087,0.910973085,-0.017916667,0.910416667,,
1197,"frozenset({'trace_length_max_neg', 'global_nesting_depth_max', 'trace_length_median_neg'})",frozenset({'AFL_data'}),0.383333333,0.525,0.183333333,0.47826087,0.910973085,-0.017916667,0.910416667,,
2825,"frozenset({'trace_length_max_neg', 'call_depth_median_neg', 'global_nesting_depth_max', 'trace_length_median_neg'})",frozenset({'AFL_data'}),0.383333333,0.525,0.183333333,0.47826087,0.910973085,-0.017916667,0.910416667,,
2854,"frozenset({'call_depth_median_neg', 'call_depth_max_neg', 'trace_length_median_neg', 'global_nesting_depth_max'})",frozenset({'AFL_data'}),0.383333333,0.525,0.183333333,0.47826087,0.910973085,-0.017916667,0.910416667,,
2494,"frozenset({'trace_length_max_neg', 'call_depth_max_neg', 'global_nesting_depth_median', 'global_nesting_depth_max'})",frozenset({'AFL_data'}),0.383333333,0.525,0.183333333,0.47826087,0.910973085,-0.017916667,0.910416667,,
1168,"frozenset({'trace_length_max_neg', 'call_depth_max_neg', 'global_nesting_depth_max'})",frozenset({'AFL_data'}),0.383333333,0.525,0.183333333,0.47826087,0.910973085,-0.017916667,0.910416667,,
308,"frozenset({'global_nesting_depth_max', 'trace_length_median_neg'})",frozenset({'AFL_data'}),0.383333333,0.525,0.183333333,0.47826087,0.910973085,-0.017916667,0.910416667,,
2555,"frozenset({'trace_length_max_neg', 'global_nesting_depth_max', 'global_nesting_depth_median', 'trace_length_median_neg'})",frozenset({'AFL_data'}),0.383333333,0.525,0.183333333,0.47826087,0.910973085,-0.017916667,0.910416667,,
1239,"frozenset({'call_depth_max_neg', 'trace_length_median_neg', 'global_nesting_depth_max'})",frozenset({'AFL_data'}),0.383333333,0.525,0.183333333,0.47826087,0.910973085,-0.017916667,0.910416667,,
277,"frozenset({'trace_length_max_neg', 'global_nesting_depth_max'})",frozenset({'AFL_data'}),0.383333333,0.525,0.183333333,0.47826087,0.910973085,-0.017916667,0.910416667,,
1210,"frozenset({'trace_length_max_neg', 'call_depth_median_neg', 'global_nesting_depth_max'})",frozenset({'AFL_data'}),0.383333333,0.525,0.183333333,0.47826087,0.910973085,-0.017916667,0.910416667,,
1042,"frozenset({'trace_length_max_neg', 'global_nesting_depth_max', 'global_nesting_depth_median'})",frozenset({'AFL_data'}),0.383333333,0.525,0.183333333,0.47826087,0.910973085,-0.017916667,0.910416667,,
1267,"frozenset({'call_depth_median_neg', 'global_nesting_depth_max', 'trace_length_median_neg'})",frozenset({'AFL_data'}),0.383333333,0.525,0.183333333,0.47826087,0.910973085,-0.017916667,0.910416667,,
4015,"frozenset({'global_nesting_depth_median', 'call_depth_max_neg', 'global_nesting_depth_max', 'trace_length_max_neg', 'trace_length_median_neg'})",frozenset({'AFL_data'}),0.383333333,0.525,0.183333333,0.47826087,0.910973085,-0.017916667,0.910416667,,
4076,"frozenset({'global_nesting_depth_median', 'call_depth_median_neg', 'call_depth_max_neg', 'global_nesting_depth_max', 'trace_length_max_neg'})",frozenset({'AFL_data'}),0.383333333,0.525,0.183333333,0.47826087,0.910973085,-0.017916667,0.910416667,,
