,antecedants,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,,
983,"frozenset({'trace_length_median', 'call_depth_max_neg', 'global_nesting_depth_max'})",frozenset({'AFL_data'}),0.058333333,0.525,0.025,0.428571429,0.816326531,-0.005625,0.83125,,
992,"frozenset({'call_depth_median_neg', 'global_nesting_depth_max', 'trace_length_median'})",frozenset({'AFL_data'}),0.058333333,0.525,0.025,0.428571429,0.816326531,-0.005625,0.83125,,
703,"frozenset({'call_depth_median_neg', 'global_nesting_depth_max', 'trace_length_max'})",frozenset({'AFL_data'}),0.058333333,0.525,0.025,0.428571429,0.816326531,-0.005625,0.83125,,
694,"frozenset({'call_depth_max_neg', 'trace_length_max', 'global_nesting_depth_max'})",frozenset({'AFL_data'}),0.058333333,0.525,0.025,0.428571429,0.816326531,-0.005625,0.83125,,
674,"frozenset({'global_nesting_depth_max', 'global_nesting_depth_median', 'trace_length_max'})",frozenset({'AFL_data'}),0.058333333,0.525,0.025,0.428571429,0.816326531,-0.005625,0.83125,,
643,"frozenset({'global_nesting_depth_max', 'trace_length_max', 'trace_length_median'})",frozenset({'AFL_data'}),0.058333333,0.525,0.025,0.428571429,0.816326531,-0.005625,0.83125,,
1920,"frozenset({'global_nesting_depth_max', 'global_nesting_depth_median', 'trace_length_max', 'trace_length_median'})",frozenset({'AFL_data'}),0.058333333,0.525,0.025,0.428571429,0.816326531,-0.005625,0.83125,,
1972,"frozenset({'trace_length_median', 'call_depth_max_neg', 'trace_length_max', 'global_nesting_depth_max'})",frozenset({'AFL_data'}),0.058333333,0.525,0.025,0.428571429,0.816326531,-0.005625,0.83125,,
2044,"frozenset({'call_depth_max_neg', 'global_nesting_depth_median', 'trace_length_max', 'global_nesting_depth_max'})",frozenset({'AFL_data'}),0.058333333,0.525,0.025,0.428571429,0.816326531,-0.005625,0.83125,,
2063,"frozenset({'call_depth_median_neg', 'global_nesting_depth_max', 'global_nesting_depth_median', 'trace_length_max'})",frozenset({'AFL_data'}),0.058333333,0.525,0.025,0.428571429,0.816326531,-0.005625,0.83125,,
2082,"frozenset({'call_depth_median_neg', 'call_depth_max_neg', 'trace_length_max', 'global_nesting_depth_max'})",frozenset({'AFL_data'}),0.058333333,0.525,0.025,0.428571429,0.816326531,-0.005625,0.83125,,
2377,"frozenset({'trace_length_median', 'call_depth_max_neg', 'global_nesting_depth_median', 'global_nesting_depth_max'})",frozenset({'AFL_data'}),0.058333333,0.525,0.025,0.428571429,0.816326531,-0.005625,0.83125,,
963,"frozenset({'global_nesting_depth_max', 'global_nesting_depth_median', 'trace_length_median'})",frozenset({'AFL_data'}),0.058333333,0.525,0.025,0.428571429,0.816326531,-0.005625,0.83125,,
2415,"frozenset({'trace_length_median', 'call_depth_median_neg', 'call_depth_max_neg', 'global_nesting_depth_max'})",frozenset({'AFL_data'}),0.058333333,0.525,0.025,0.428571429,0.816326531,-0.005625,0.83125,,
226,"frozenset({'global_nesting_depth_max', 'trace_length_median'})",frozenset({'AFL_data'}),0.058333333,0.525,0.025,0.428571429,0.816326531,-0.005625,0.83125,,
173,"frozenset({'trace_length_max', 'trace_length_median'})",frozenset({'AFL_data'}),0.1,0.525,0.033333333,0.333333333,0.634920635,-0.019166667,0.7125,,
44,frozenset({'trace_length_median'}),frozenset({'AFL_data'}),0.1,0.525,0.033333333,0.333333333,0.634920635,-0.019166667,0.7125,,
14,frozenset({'trace_length_max'}),frozenset({'AFL_data'}),0.1,0.525,0.033333333,0.333333333,0.634920635,-0.019166667,0.7125,,
