cat 1 53 0 0 0 62
cat 2 0 0 0 0 128
cat 3 0 0 0 0 105
cat 4 0 0 0 0 113
cut 1 0 0 0 0 180
cut 2 0 0 0 0 183
cut 3 0 0 0 0 184
cut 4 0 0 0 0 175
df 1 27 0 0 0 29
df 2 30 0 0 0 31
df 3 17 0 0 0 24
df 4 21 0 0 0 37
du 1 0 0 0 0 152
du 2 0 0 0 0 121
du 3 0 0 0 0 120
du 4 0 0 0 0 124
echo 1 0 0 0 0 67	
echo 2 1 0 0 0 35
echo 3 1 0 0 0 32
echo 4 0 0 0 0 70
expand 1 0 0 0 0 100
expand 2 0 0 0 0 119
expand 3 0 0 0 0 113
expand 4 0 0 0 0 112
expr 1 0 0 0 0 152
expr 2 0 0 0 0 139
expr 3 0 0 0 0 141
expr 4 0 0 0 0 140
fmt 1 0 0 0 0 169
fmt 2 0 0 0 0 147
fmt 3 0 0 0 0 165
fmt 4 0 0 0 0 164
head 1 12 0 0 0 86
head 2 11 0 0 0 87
head 3 14 0 0 0 78
head 4 84 0 0 0 187
id 1 40 0 0 0 52
id 2 24 0 0 0 49
id 3 0 0 0 0 47
id 4 26 0 0 0 49
kill 1 0 0 0 0 101
kill 2 0 0 0 0 98
kill 3 1 0 0 0 45
kill 4 0 0 0 0 99
ln 1 0 0 0 0 197
ln 2 0 0 0 0 188
ln 3 0 0 0 0 193
ln 4 0 0 0 0 189
ls 1 0 0 0 0 147
ls 2 0 0 0 0 133
ls 3 0 0 0 0 124
ls 4 0 0 0 0 122
nl 1 0 0 0 0 170
nl 2 0 0 0 0 171
nl 3 0 0 0 0 167
nl 4 0 0 0 0 167
pathchk 1 0 0 0 0 108
pathchk 2 5 0 0 0 45
pathchk 3 32 0 0 0 55
pathchk 4 54 0 0 0 54
pinky 1 0 0 0 0 59
pinky 2 0 0 0 0 57
pinky 3 0 0 0 0 56
pinky 4 0 0 0 0 60
pr 1 0 0 0 0 189
pr 2 0 0 0 0 101
pr 3 0 0 0 0 117
pr 4 0 0 0 0 133
printf 1 0 0 0 0 284
printf 2 11 0 0 0 117
printf 3 70 0 0 0 106
printf 4 81 0 0 0 137
seq 1 0 0 0 0 176
seq 2 0 0 0 0 169
seq 3 0 0 0 0 173
seq 4 0 0 0 0 174
stat 1 28 0 0 0 71
stat 2 32 0 0 0 63
stat 3 49 0 0 0 133
stat 4 0 0 0 0 144
sum 1 30 0 0 0 39
sum 2 22 0 0 0 38
sum 3 30 0 0 0 39
sum 4 27 0 0 0 39
tail 1 12 0 0 0 118
tail 2 105 0 0 0 254
tail 3 41 0 0 0 142
tail 4 0 0 0 0 249
touch 1 92 0 0 0 117
touch 2 20 0 0 0 103
touch 3 40 0 0 0 105
touch 4 61 0 0 0 219
ptx 1 24 0 0 0 160
ptx 2 0 0 0 0 152
ptx 3 0 0 0 0 192
ptx 4 0 0 0 0 154
unexpand 1 0 0 0 0 134
unexpand 2 0 0 0 0 133
unexpand 3 0 0 0 0 141
unexpand 4 0 0 0 0 143
uniq 1 0 0 0 0 136
uniq 2 0 0 0 0 134
uniq 3 0 0 0 0 132
uniq 4 0 0 0 0 137
who 1 0 0 0 0 118
who 2 0 0 0 0 111
who 3 0 0 0 0 104
who 4 0 0 0 0 112
test 1 19 0 0 0 109
test 2 0 0 0 0 206
test 3 3 0 0 0 101
test 4 12 0 0 0 109
chmod 1 0 0 0 0 199
chmod 2 0 0 0 0 210
chmod 3 0 0 0 0 206
chmod 4 0 0 0 0 204
wc 1 0 0 0 0 81
wc 2 0 0 0 0 100
wc 3 0 0 0 0 105
wc 4 0 0 0 0 96
