455, output4.c, 6705, main
406, output4.c, 6311, parse_tab_stops
400, output4.c, 6234, add_tab_stop
402, output4.c, 6237, add_tab_stop
410, output4.c, 6324, parse_tab_stops
455, output4.c, 6705, main
414, output4.c, 6353, validate_tab_stops
416, output4.c, 6355, validate_tab_stops
425, output4.c, 6424, next_file
419, output4.c, 6388, next_file
426, output4.c, 6434, next_file
441, output4.c, 6573, expand
448, output4.c, 6578, expand
